lang,STA,SIM,XCOMET,J
en,0.7437823680650126,0.8320880775660034,0.8520230608992279,0.5320797369549188
es,0.5113547125503577,0.834886123323922,0.8555227222627607,0.3687690694051837
zh,0.9999787743235456,0.08639511717655995,0.48297493416687537,0.042027354976177
