lang,STA,SIM,XCOMET,J
en,0.9440840616809965,0.8605654478708477,0.8944850051775575,0.7340019450382355
es,0.8957045141668741,0.8814596918398808,0.9022239256521751,0.7178715757906224
zh,0.7328258905888952,0.8570354725576038,0.8585506086719448,0.5361850871119391
