lang,STA,SIM,XCOMET,J
en,0.8565956391457803,0.7977869072803154,0.8066347055137157,0.565204640132268
es,0.9092418266809545,0.48328688744130344,0.4911399658383994,0.23007810750162544
zh,0.4931020016329371,0.8031648263608221,0.7431429151831002,0.3056717046248981
